alert_count,machine_entity_count,machine_entity_ratio,device_context_count,device_context_ratio,vm_resource_count,dominant_category_code,max_suspicion_score,max_verdict_score,max_severity_score,unique_entity_types,has_process_entity,has_file_entity,has_machine_entity
83,83,1.0,83,1.0,0,1,0,0,0,4,0,0,0
22,22,1.0,22,1.0,0,1,1,2,2,9,0,1,1
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
16,16,1.0,16,1.0,0,1,0,2,2,7,0,1,0
98,98,1.0,98,1.0,0,1,0,2,2,9,0,1,0
11,11,1.0,11,1.0,0,2,0,0,0,2,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
5,5,1.0,5,1.0,0,3,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
25,25,1.0,25,1.0,0,1,1,2,2,9,0,1,1
53,53,1.0,53,1.0,0,2,0,0,0,2,0,0,0
347,347,1.0,347,1.0,0,1,1,2,2,7,0,1,1
22,22,1.0,22,1.0,0,7,0,0,0,3,0,0,1
51,51,1.0,51,1.0,0,1,0,2,2,8,0,1,0
92,92,1.0,92,1.0,0,3,1,1,1,6,1,0,1
27,27,1.0,27,1.0,0,2,0,0,0,3,0,1,0
33,33,1.0,33,1.0,0,1,0,2,2,9,0,0,1
46,46,1.0,46,1.0,0,2,0,0,0,4,0,1,0
9,9,1.0,9,1.0,0,2,0,0,0,5,0,1,1
7,7,1.0,7,1.0,0,1,0,0,0,5,0,0,0
67,67,1.0,67,1.0,0,1,0,2,2,9,1,0,1
23,23,1.0,23,1.0,0,1,1,2,2,10,1,1,1
28,28,1.0,28,1.0,0,1,0,2,2,7,0,1,0
18,18,1.0,18,1.0,0,1,0,0,0,3,0,0,0
39,39,1.0,39,1.0,0,2,0,0,0,2,0,0,0
118,118,1.0,118,1.0,0,4,1,2,2,10,1,1,1
14,14,1.0,14,1.0,0,9,1,1,1,4,1,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
27,27,1.0,27,1.0,0,5,1,1,1,8,1,1,1
11,11,1.0,11,1.0,0,3,0,0,0,5,0,0,1
142,142,1.0,142,1.0,0,2,0,0,0,4,0,1,0
363,363,1.0,363,1.0,0,1,0,0,0,4,0,0,0
87,87,1.0,87,1.0,0,1,0,2,2,5,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,6,1,0,1
41,41,1.0,41,1.0,0,1,0,2,2,8,0,0,0
8,8,1.0,8,1.0,0,4,1,2,2,5,1,0,1
25,25,1.0,25,1.0,0,3,0,0,0,4,0,0,0
39,39,1.0,39,1.0,0,2,0,2,2,7,0,0,0
21,21,1.0,21,1.0,0,3,1,1,1,5,1,0,1
8,8,1.0,8,1.0,0,1,0,0,0,5,0,0,0
42,42,1.0,42,1.0,0,1,1,1,1,9,1,1,1
15,15,1.0,15,1.0,0,1,1,1,1,8,1,0,1
136,136,1.0,136,1.0,0,3,1,1,1,5,1,0,1
19,19,1.0,19,1.0,0,1,0,2,2,6,0,1,0
44,44,1.0,44,1.0,0,1,0,2,2,9,0,1,1
45,45,1.0,45,1.0,0,1,1,2,2,10,1,1,1
84,84,1.0,84,1.0,0,2,0,0,0,4,0,1,1
13,13,1.0,13,1.0,0,1,0,0,0,8,0,1,0
32,32,1.0,32,1.0,0,1,1,2,2,7,0,1,1
102,102,1.0,102,1.0,0,3,0,0,0,3,0,0,0
15,15,1.0,15,1.0,0,3,0,0,0,3,0,0,0
33,33,1.0,33,1.0,0,1,0,2,2,6,0,0,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
64,64,1.0,64,1.0,0,3,1,1,1,5,1,0,1
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
26,26,1.0,26,1.0,0,2,0,0,0,7,0,0,0
2794,2794,1.0,2794,1.0,0,3,1,1,1,5,1,0,1
62,62,1.0,62,1.0,0,1,1,2,2,9,1,1,1
89,89,1.0,89,1.0,0,3,1,1,1,7,1,0,1
626,626,1.0,626,1.0,0,1,0,2,2,5,0,1,0
45,45,1.0,45,1.0,0,1,0,2,2,5,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,7,1,0,1
65,65,1.0,65,1.0,0,2,0,0,0,2,0,0,0
19,19,1.0,19,1.0,0,4,1,2,2,8,1,1,1
15,15,1.0,15,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
18,18,1.0,18,1.0,0,2,0,0,0,2,0,0,0
157,157,1.0,157,1.0,0,2,1,1,1,9,1,1,1
20,20,1.0,20,1.0,0,4,1,1,1,4,1,0,1
43,43,1.0,43,1.0,0,3,1,2,2,8,1,0,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
31,31,1.0,31,1.0,0,1,0,2,2,9,0,1,1
155,155,1.0,155,1.0,0,1,0,0,0,3,0,0,0
54,54,1.0,54,1.0,0,1,1,2,2,10,1,1,1
103,103,1.0,103,1.0,0,7,0,2,2,5,0,0,0
230,230,1.0,230,1.0,1,1,1,2,2,12,1,1,1
22,22,1.0,22,1.0,0,1,1,1,1,10,1,1,1
54,54,1.0,54,1.0,0,3,1,1,1,6,1,1,1
16,16,1.0,16,1.0,0,1,0,0,0,5,0,0,0
38,38,1.0,38,1.0,0,6,1,1,1,7,1,1,1
13,13,1.0,13,1.0,0,4,1,1,1,6,1,1,1
252,252,1.0,252,1.0,0,7,0,2,2,6,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
25,25,1.0,25,1.0,0,1,0,0,0,8,0,0,0
36,36,1.0,36,1.0,0,2,0,0,0,4,0,1,0
35,35,1.0,35,1.0,0,3,1,2,2,9,1,1,1
57,57,1.0,57,1.0,0,3,1,1,1,5,1,0,1
23,23,1.0,23,1.0,0,1,0,0,0,7,0,0,1
18,18,1.0,18,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,3,0,0,0,4,1,1,1
21,21,1.0,21,1.0,0,4,1,1,1,7,1,0,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
24,24,1.0,24,1.0,0,1,0,2,2,5,0,0,0
21,21,1.0,21,1.0,0,1,1,2,2,8,1,0,1
38,38,1.0,38,1.0,0,2,0,0,0,3,0,1,0
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
94,94,1.0,94,1.0,0,1,1,2,2,11,1,1,1
212,212,1.0,212,1.0,0,1,0,2,2,6,0,1,0
9,9,1.0,9,1.0,0,7,0,1,1,4,0,0,0
39,39,1.0,39,1.0,0,1,1,2,2,9,1,0,1
20,20,1.0,20,1.0,0,1,1,2,2,8,1,0,1
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
473,473,1.0,473,1.0,0,1,0,0,0,4,0,0,1
38,38,1.0,38,1.0,0,1,0,0,0,8,0,1,1
9,9,1.0,9,1.0,0,1,0,0,0,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
17,17,1.0,17,1.0,0,1,0,2,2,5,0,0,0
31,31,1.0,31,1.0,0,1,0,2,2,10,0,1,0
66,66,1.0,66,1.0,0,3,1,1,1,5,1,0,1
19,19,1.0,19,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
8,8,1.0,8,1.0,0,1,0,2,2,5,0,0,0
30,30,1.0,30,1.0,0,3,1,1,1,5,1,0,1
28,28,1.0,28,1.0,0,1,0,2,2,8,0,0,0
25,25,1.0,25,1.0,0,1,0,2,2,8,0,1,0
18,18,1.0,18,1.0,0,1,0,2,2,7,0,0,0
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
32,32,1.0,32,1.0,0,2,0,0,0,6,0,1,1
118,118,1.0,118,1.0,0,5,1,1,1,6,1,1,1
15,15,1.0,15,1.0,0,1,0,0,0,8,0,0,1
248,248,1.0,248,1.0,0,7,0,2,2,6,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
17,17,1.0,17,1.0,0,1,0,2,2,7,0,1,0
9,9,1.0,9,1.0,0,3,1,1,1,7,1,0,1
314,314,1.0,314,1.0,0,6,0,0,0,6,0,0,0
100,100,1.0,100,1.0,0,2,0,0,0,8,0,1,0
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
171,171,1.0,171,1.0,0,4,0,0,0,5,0,0,0
14,14,1.0,14,1.0,0,1,1,1,1,9,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
84,84,1.0,84,1.0,0,9,0,2,2,8,0,1,1
27,27,1.0,27,1.0,0,1,0,2,2,8,0,1,1
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
16,16,1.0,16,1.0,0,4,0,0,0,8,0,1,1
117,117,1.0,117,1.0,0,1,1,2,2,10,0,1,1
20,20,1.0,20,1.0,0,3,1,1,1,7,1,0,1
34,34,1.0,34,1.0,0,7,0,0,0,3,0,0,0
5,5,1.0,5,1.0,0,5,0,0,0,4,0,1,0
33,33,1.0,33,1.0,0,2,0,0,0,2,0,0,0
200,200,1.0,200,1.0,0,4,0,0,0,2,0,0,0
118,118,1.0,118,1.0,0,6,1,2,2,11,1,1,1
22,22,1.0,22,1.0,0,1,1,2,2,13,1,1,1
22,22,1.0,22,1.0,0,1,1,2,2,7,1,0,1
7,7,1.0,7,1.0,0,1,0,0,0,6,0,1,0
42,42,1.0,42,1.0,0,1,0,2,2,8,0,0,0
32,32,1.0,32,1.0,0,1,1,2,2,11,1,0,1
45,45,1.0,45,1.0,0,8,1,2,2,6,1,1,1
21,21,1.0,21,1.0,0,1,1,2,2,7,1,1,1
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
15,15,1.0,15,1.0,0,1,0,0,0,6,0,0,0
141,141,1.0,141,1.0,0,1,0,2,2,7,0,0,0
285,285,1.0,285,1.0,0,4,0,0,0,4,0,0,0
10,10,1.0,10,1.0,0,1,0,2,2,5,0,1,0
69,69,1.0,69,1.0,0,4,1,1,1,5,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
87,87,1.0,87,1.0,0,1,0,2,2,5,0,0,0
70,70,1.0,70,1.0,0,1,0,2,2,5,0,0,0
23,23,1.0,23,1.0,0,1,0,2,2,5,0,0,0
9,9,1.0,9,1.0,0,1,0,0,0,6,0,1,0
10047,10047,1.0,10047,1.0,0,1,0,2,2,5,0,0,0
250,250,1.0,250,1.0,0,2,0,0,0,4,0,1,0
23,23,1.0,23,1.0,0,1,0,2,2,8,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
17,17,1.0,17,1.0,0,1,0,0,0,7,0,0,1
16,16,1.0,16,1.0,0,5,1,1,1,6,1,0,1
121,121,1.0,121,1.0,0,1,1,2,2,10,1,0,1
99,99,1.0,99,1.0,0,4,1,1,1,7,1,0,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
9,9,1.0,9,1.0,0,4,1,1,1,7,1,0,1
80,80,1.0,80,1.0,0,2,0,0,0,3,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
219,219,1.0,219,1.0,0,1,1,2,2,8,1,0,1
12,12,1.0,12,1.0,0,1,0,0,0,5,1,1,1
50,50,1.0,50,1.0,0,2,0,0,0,3,0,1,0
25,25,1.0,25,1.0,0,3,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,3,0,0,0,4,1,1,1
29,29,1.0,29,1.0,0,8,1,2,2,2,0,1,1
201,201,1.0,201,1.0,0,6,0,0,0,4,0,0,1
30,30,1.0,30,1.0,0,1,0,0,0,4,0,0,0
20,20,1.0,20,1.0,0,4,1,1,1,4,1,0,1
13,13,1.0,13,1.0,0,1,1,2,2,8,1,0,1
17,17,1.0,17,1.0,0,2,0,0,0,5,0,1,1
47,47,1.0,47,1.0,0,3,1,1,1,5,1,0,1
25,25,1.0,25,1.0,0,1,0,0,0,8,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
49,49,1.0,49,1.0,0,1,0,2,2,7,0,0,0
25,25,1.0,25,1.0,0,1,0,1,1,8,0,0,0
101,101,1.0,101,1.0,0,2,0,0,0,6,0,1,0
25,25,1.0,25,1.0,0,3,1,1,1,5,1,0,1
2,2,1.0,2,1.0,0,8,1,2,2,2,0,1,1
30,30,1.0,30,1.0,0,4,1,2,2,7,1,0,1
266,266,1.0,266,1.0,0,2,0,0,0,7,0,1,0
38,38,1.0,38,1.0,0,1,0,2,2,8,0,0,0
29,29,1.0,29,1.0,0,2,0,0,0,2,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
471,471,1.0,471,1.0,0,3,0,0,0,5,0,0,0
26,26,1.0,26,1.0,0,4,1,1,1,5,1,0,1
111,111,1.0,111,1.0,0,2,0,0,0,5,0,1,1
7,7,1.0,7,1.0,0,3,1,1,1,5,1,0,1
38,38,1.0,38,1.0,0,1,0,2,2,10,0,1,0
23,23,1.0,23,1.0,0,4,1,1,1,8,1,0,1
6,6,1.0,6,1.0,0,5,0,0,0,3,0,1,0
10000,10000,1.0,10000,1.0,0,1,0,2,2,5,0,0,0
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
224,224,1.0,224,1.0,0,8,1,2,2,8,1,1,1
184,184,1.0,184,1.0,0,1,0,0,0,3,0,0,0
33,33,1.0,33,1.0,0,1,1,2,2,9,1,1,1
29,29,1.0,29,1.0,0,5,0,0,0,9,0,1,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
24,24,1.0,24,1.0,0,1,0,0,0,5,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
10,10,1.0,10,1.0,0,1,0,0,0,6,0,0,0
155,155,1.0,155,1.0,0,6,0,2,2,8,0,1,1
292,292,1.0,292,1.0,0,6,0,0,0,2,0,0,0
22,22,1.0,22,1.0,0,1,0,0,0,3,0,0,0
26,26,1.0,26,1.0,0,1,0,2,2,8,0,0,0
37,37,1.0,37,1.0,0,1,0,2,2,13,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
24,24,1.0,24,1.0,0,1,1,2,2,11,1,0,1
105,105,1.0,105,1.0,0,1,0,0,0,3,0,0,0
39,39,1.0,39,1.0,0,1,0,2,2,7,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
48,48,1.0,48,1.0,0,1,1,2,2,13,1,1,1
11,11,1.0,11,1.0,0,11,1,1,1,11,1,1,1
15,15,1.0,15,1.0,0,3,0,0,0,3,0,0,0
9,9,1.0,9,1.0,0,5,0,0,0,5,0,1,0
5,5,1.0,5,1.0,0,5,0,0,0,4,0,1,0
6,6,1.0,6,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
48,48,1.0,48,1.0,0,2,0,0,0,4,0,1,0
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
7,7,1.0,7,1.0,0,2,0,0,0,4,0,1,1
47,47,1.0,47,1.0,0,7,1,2,2,11,1,1,1
67,67,1.0,67,1.0,0,2,0,0,0,2,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
42,42,1.0,42,1.0,0,1,0,2,2,4,0,0,0
19,19,1.0,19,1.0,0,2,0,0,0,3,0,1,0
86,86,1.0,86,1.0,0,2,0,0,0,3,0,1,0
12,12,1.0,12,1.0,0,1,0,2,2,6,0,0,0
2,2,1.0,2,1.0,0,8,1,2,2,2,0,1,1
24,24,1.0,24,1.0,0,1,0,2,2,10,0,1,1
84,84,1.0,84,1.0,0,2,0,0,0,4,0,1,1
120,120,1.0,120,1.0,0,6,0,0,0,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
64,64,1.0,64,1.0,0,2,0,0,0,3,0,1,0
9,9,1.0,9,1.0,0,4,1,1,1,6,1,1,1
2,2,1.0,2,1.0,0,5,0,0,0,2,0,1,0
9,9,1.0,9,1.0,0,4,1,1,1,7,1,0,1
573,573,1.0,573,1.0,0,4,1,1,1,6,1,1,1
29,29,1.0,29,1.0,0,1,1,2,2,8,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
517,517,1.0,517,1.0,0,6,1,1,1,5,1,0,1
20,20,1.0,20,1.0,0,1,0,2,2,7,0,0,0
2,2,1.0,2,1.0,0,7,0,0,0,1,0,0,0
26,26,1.0,26,1.0,0,3,0,0,0,5,0,0,0
18,18,1.0,18,1.0,0,2,0,0,0,7,0,1,0
25,25,1.0,25,1.0,0,1,0,2,2,7,0,1,0
41,41,1.0,41,1.0,0,2,0,0,0,5,0,1,1
1196,1196,1.0,1196,1.0,0,4,0,0,0,4,0,0,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
126,126,1.0,126,1.0,0,4,1,1,1,8,1,1,1
7,7,1.0,7,1.0,0,1,0,0,0,5,0,0,0
14,14,1.0,14,1.0,0,1,0,2,2,7,0,0,1
21,21,1.0,21,1.0,0,1,1,2,2,8,1,0,1
471,471,1.0,471,1.0,0,9,0,0,0,2,0,0,1
9,9,1.0,9,1.0,0,4,1,1,1,7,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,1,1,1,4,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
36,36,1.0,36,1.0,0,1,0,2,2,6,0,1,0
19,19,1.0,19,1.0,0,1,0,2,2,8,0,0,0
65,65,1.0,65,1.0,0,2,0,2,2,7,0,0,0
56,56,1.0,56,1.0,0,1,1,2,2,10,0,1,1
42,42,1.0,42,1.0,0,1,1,2,2,14,1,1,1
50,50,1.0,50,1.0,0,2,0,2,2,7,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
10,10,1.0,10,1.0,0,3,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
525,525,1.0,525,1.0,0,6,0,2,2,8,0,1,1
20,20,1.0,20,1.0,0,1,0,2,2,7,0,1,0
546,546,1.0,546,1.0,0,6,1,2,2,11,1,1,1
149,149,1.0,149,1.0,0,10,0,0,0,5,0,0,0
51,51,1.0,51,1.0,0,2,1,1,1,10,1,1,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
47,47,1.0,47,1.0,0,3,1,1,1,5,1,0,1
28,28,1.0,28,1.0,0,1,0,2,2,9,0,1,0
16,16,1.0,16,1.0,0,1,0,0,0,7,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
26,26,1.0,26,1.0,0,1,0,0,0,8,0,1,0
9,9,1.0,9,1.0,0,2,0,0,0,3,0,1,0
13,13,1.0,13,1.0,0,1,0,0,0,6,0,1,0
37,37,1.0,37,1.0,0,2,0,0,0,3,0,1,0
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
29,29,1.0,29,1.0,0,1,0,1,1,7,0,0,0
35,35,1.0,35,1.0,0,1,0,2,2,7,0,1,0
11,11,1.0,11,1.0,1,1,0,2,2,8,0,0,1
17,17,1.0,17,1.0,0,3,1,1,1,7,1,0,1
43,43,1.0,43,1.0,0,1,0,2,2,11,0,1,1
69,69,1.0,69,1.0,0,1,0,2,2,10,0,0,1
43,43,1.0,43,1.0,0,1,1,2,2,9,1,0,1
132,132,1.0,132,1.0,0,1,0,0,0,3,0,0,0
23,23,1.0,23,1.0,0,4,1,1,1,8,1,0,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
25,25,1.0,25,1.0,0,1,0,0,0,8,1,0,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
68,68,1.0,68,1.0,0,1,0,0,0,6,0,1,0
20,20,1.0,20,1.0,0,1,1,2,2,7,1,0,1
20,20,1.0,20,1.0,0,1,0,0,0,3,0,0,0
13,13,1.0,13,1.0,0,1,1,1,1,8,1,0,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
9,9,1.0,9,1.0,0,4,1,1,1,6,1,0,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
5,5,1.0,5,1.0,0,1,0,0,0,5,0,0,0
4,4,1.0,4,1.0,0,5,1,1,1,4,1,0,1
8,8,1.0,8,1.0,0,3,1,1,1,5,1,0,1
37,37,1.0,37,1.0,0,2,1,1,1,8,1,0,1
136,136,1.0,136,1.0,0,1,1,2,2,11,1,1,1
23,23,1.0,23,1.0,0,1,1,2,2,9,1,1,1
54,54,1.0,54,1.0,0,1,1,2,2,9,1,0,1
30,30,1.0,30,1.0,0,4,1,1,1,4,1,0,1
16,16,1.0,16,1.0,0,1,1,1,1,9,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
153,153,1.0,153,1.0,0,8,1,2,2,8,1,1,1
6,6,1.0,6,1.0,0,3,0,0,0,3,0,0,0
35,35,1.0,35,1.0,0,1,0,2,2,8,0,0,0
64,64,1.0,64,1.0,0,1,1,2,2,10,1,1,1
10,10,1.0,10,1.0,0,1,0,1,1,5,0,0,0
8,8,1.0,8,1.0,0,2,0,0,0,4,0,1,1
36,36,1.0,36,1.0,0,3,0,2,2,10,0,0,0
827,827,1.0,827,1.0,0,4,1,1,1,6,1,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
8,8,1.0,8,1.0,0,1,0,1,1,5,0,0,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
42,42,1.0,42,1.0,0,1,0,2,2,7,0,0,0
263,263,1.0,263,1.0,0,7,0,2,2,11,1,1,1
10,10,1.0,10,1.0,0,1,0,1,1,5,0,0,0
13,13,1.0,13,1.0,0,2,0,0,0,3,0,1,0
15,15,1.0,15,1.0,0,2,0,0,0,3,0,1,0
22,22,1.0,22,1.0,0,1,1,2,2,11,1,0,1
463,463,1.0,463,1.0,0,10,0,0,0,2,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
36,36,1.0,36,1.0,0,3,1,1,1,5,1,0,1
18,18,1.0,18,1.0,0,2,0,0,0,3,0,1,0
512,512,1.0,512,1.0,0,6,1,1,1,9,1,1,1
17,17,1.0,17,1.0,0,1,0,1,1,6,0,0,0
32,32,1.0,32,1.0,0,7,1,1,1,9,1,0,1
10,10,1.0,10,1.0,0,1,0,0,0,5,0,0,0
19,19,1.0,19,1.0,0,1,0,2,2,5,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
72,72,1.0,72,1.0,0,1,1,2,2,11,1,0,1
24,24,1.0,24,1.0,0,2,0,0,0,5,0,1,0
15,15,1.0,15,1.0,0,1,0,2,2,5,0,0,0
95,95,1.0,95,1.0,0,4,0,0,0,7,0,1,0
293,293,1.0,293,1.0,0,2,0,0,0,3,0,1,0
47,47,1.0,47,1.0,0,1,0,2,2,10,0,1,1
4,4,1.0,4,1.0,0,4,1,1,1,3,1,0,1
8,8,1.0,8,1.0,0,5,0,0,0,2,0,1,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
57,57,1.0,57,1.0,0,3,1,1,1,7,1,0,1
91,91,1.0,91,1.0,0,2,1,1,1,6,1,1,1
94,94,1.0,94,1.0,0,2,0,0,0,4,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
26,26,1.0,26,1.0,0,2,0,0,0,9,1,1,1
19,19,1.0,19,1.0,0,1,0,2,2,8,0,1,1
10,10,1.0,10,1.0,0,1,0,2,2,5,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
110,110,1.0,110,1.0,0,1,0,2,2,6,0,0,0
67,67,1.0,67,1.0,0,6,1,2,2,6,0,1,1
108,108,1.0,108,1.0,0,10,1,2,2,13,1,1,1
13,13,1.0,13,1.0,0,1,0,0,0,6,0,0,0
24,24,1.0,24,1.0,0,2,0,0,0,4,0,1,1
352,352,1.0,352,1.0,0,6,0,0,0,1,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
49,49,1.0,49,1.0,0,1,1,2,2,7,0,1,1
33,33,1.0,33,1.0,0,4,1,2,2,9,1,1,1
20,20,1.0,20,1.0,0,1,0,2,2,7,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
18,18,1.0,18,1.0,0,1,0,2,2,7,0,0,0
37,37,1.0,37,1.0,0,1,1,2,2,11,1,1,1
153,153,1.0,153,1.0,0,3,0,2,2,7,0,1,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
14,14,1.0,14,1.0,0,1,0,1,1,6,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
39,39,1.0,39,1.0,0,1,0,2,2,8,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
111,111,1.0,111,1.0,0,2,0,0,0,4,0,1,0
17,17,1.0,17,1.0,0,2,1,1,1,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
61,61,1.0,61,1.0,0,3,1,1,1,9,1,1,1
16,16,1.0,16,1.0,0,2,0,0,0,6,0,1,0
131,131,1.0,131,1.0,0,6,0,0,0,5,0,0,0
75,75,1.0,75,1.0,0,3,1,1,1,5,1,0,1
36,36,1.0,36,1.0,0,1,0,2,2,8,0,0,0
6,6,1.0,6,1.0,0,2,0,0,0,4,0,0,0
8,8,1.0,8,1.0,0,1,0,1,1,5,0,0,0
117,117,1.0,117,1.0,0,2,0,0,0,4,0,1,0
6,6,1.0,6,1.0,0,2,0,0,0,2,0,0,0
21,21,1.0,21,1.0,0,3,0,0,0,3,0,0,0
54,54,1.0,54,1.0,0,6,0,0,0,1,0,0,0
17,17,1.0,17,1.0,0,3,1,1,1,5,1,0,1
459,459,1.0,459,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
25,25,1.0,25,1.0,0,2,0,0,0,4,0,1,1
93,93,1.0,93,1.0,0,2,0,0,0,7,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
175,175,1.0,175,1.0,0,4,0,0,0,5,0,0,1
1387,1387,1.0,1387,1.0,0,1,0,0,0,4,0,0,0
256,256,1.0,256,1.0,0,2,1,1,1,7,1,1,1
27,27,1.0,27,1.0,0,4,1,1,1,8,1,1,1
9,9,1.0,9,1.0,0,2,0,0,0,2,0,0,0
38,38,1.0,38,1.0,0,1,0,0,0,6,0,1,0
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
309,309,1.0,309,1.0,0,3,0,0,0,3,0,0,0
18,18,1.0,18,1.0,0,2,1,1,1,6,1,0,1
30,30,1.0,30,1.0,0,5,0,0,0,3,0,1,0
362,362,1.0,362,1.0,0,2,0,0,0,4,0,1,1
